,user_id,movie_id,rating,timestamp,cluster
0,196,242,3,881250949,12
1,186,302,3,891717742,13
2,22,377,1,878887116,23
3,244,51,2,880606923,73
4,166,346,1,886397596,39
5,298,474,4,884182806,40
6,115,265,2,881171488,44
7,253,465,5,891628467,94
8,305,451,3,886324817,1
9,6,86,3,883603013,26
10,62,257,2,879372434,76
11,286,1014,5,879781125,86
12,200,222,5,876042340,95
13,210,40,3,891035994,31
14,224,29,3,888104457,88
15,303,785,3,879485318,31
16,122,387,5,879270459,51
17,194,274,2,879539794,84
18,291,1042,4,874834944,96
19,234,1184,2,892079237,67
20,119,392,4,886176814,94
21,167,486,4,892738452,19
22,299,144,4,877881320,78
23,291,118,2,874833878,59
24,308,1,4,887736532,87
25,95,546,2,879196566,59
26,38,95,5,892430094,36
27,102,768,2,883748450,94
28,63,277,4,875747401,82
29,160,234,5,876861185,53
30,50,246,3,877052329,35
31,301,98,4,882075827,34
32,225,193,4,879539727,2
33,290,88,4,880731963,1
34,97,194,3,884238860,28
35,157,274,4,886890835,84
36,181,1081,1,878962623,67
37,278,603,5,891295330,68
38,276,796,1,874791932,96
39,7,32,4,891350932,38
40,10,16,4,877888877,3
41,284,304,4,885329322,49
42,201,979,2,884114233,48
43,276,564,3,874791805,23
44,287,327,5,875333916,49
45,246,201,5,884921594,70
46,242,1137,5,879741196,3
47,249,241,5,879641194,73
48,99,4,5,886519097,50
49,178,332,3,882823437,49
50,251,100,4,886271884,54
51,81,432,2,876535131,36
52,260,322,4,890618898,89
53,25,181,5,885853415,11
54,59,196,5,888205088,32
55,72,679,2,880037164,88
56,87,384,4,879877127,15
57,290,143,5,880474293,36
58,42,423,5,881107687,32
59,292,515,4,881103977,41
60,115,20,3,881171009,12
61,20,288,1,879667584,74
62,201,219,4,884112673,70
63,13,526,3,882141053,41
64,246,919,4,884920949,35
65,138,26,5,879024232,51
66,167,232,1,892738341,88
67,60,427,5,883326620,55
68,57,304,5,883698581,49
69,223,274,4,891550094,84
70,189,512,4,893277702,66
71,243,15,3,879987440,42
72,92,1049,1,890251826,23
73,246,416,3,884923047,43
74,194,165,4,879546723,66
75,241,690,2,887249482,49
76,178,248,4,882823954,57
77,254,1444,3,886475558,23
78,293,5,3,888906576,58
79,127,229,5,884364867,25
80,225,237,5,879539643,42
81,299,229,3,878192429,25
82,225,480,5,879540748,68
83,276,54,3,874791025,73
84,291,144,5,874835091,78
85,222,366,4,878183381,96
86,267,518,5,878971773,38
87,42,403,3,881108684,21
88,11,111,4,891903862,84
89,95,625,4,888954412,94
90,8,338,4,879361873,20
91,162,25,4,877635573,42
92,87,1016,4,879876194,57
93,279,154,5,875296291,77
94,145,275,2,885557505,56
95,119,1153,5,874781198,3
96,62,498,4,879373848,41
97,62,382,3,879375537,51
98,28,209,4,881961214,77
99,135,23,4,879857765,45
100,32,294,3,883709863,65
101,90,382,5,891383835,51
102,286,208,4,877531942,28
103,293,685,3,888905170,59
104,216,144,4,880234639,78
105,166,328,5,886397722,14
106,250,496,4,878090499,93
107,271,132,5,885848672,93
108,160,174,5,876860807,91
109,265,118,4,875320714,59
110,198,498,3,884207492,41
111,42,96,5,881107178,78
112,168,151,5,884288058,71
113,110,307,4,886987260,49
114,58,144,4,884304936,78
115,90,648,4,891384754,83
116,271,346,4,885844430,39
117,62,21,3,879373460,94
118,279,832,3,881375854,23
119,237,514,4,879376641,69
120,94,789,4,891720887,48
121,128,485,3,879966895,10
122,298,317,4,884182806,73
123,44,195,5,878347874,78
124,264,200,5,886122352,70
125,194,385,2,879524643,44
126,72,195,5,880037702,78
127,222,750,5,883815120,17
128,250,264,3,878089182,20
129,41,265,3,890687042,44
130,224,245,3,888082216,89
131,82,135,3,878769629,92
132,262,1147,4,879791710,0
133,293,471,3,888904884,42
134,216,658,3,880245029,15
135,250,140,3,878092059,94
136,59,23,5,888205300,45
137,286,379,5,877533771,58
138,244,815,4,880605185,6
139,7,479,4,891352010,68
140,174,368,1,886434402,23
141,87,274,4,879876734,84
142,194,1211,2,879551380,3
143,82,1134,2,884714402,48
144,13,836,2,882139746,19
145,13,272,4,884538403,18
146,244,756,2,880605157,6
147,305,427,5,886323090,55
148,95,787,2,888954930,23
149,43,14,2,883955745,12
150,299,955,4,889502823,0
151,57,419,3,883698454,36
152,84,405,3,883452363,8
153,269,504,4,891449922,22
154,299,111,3,877878184,84
155,194,466,4,879525876,0
156,160,135,4,876860807,92
157,99,268,3,885678247,64
158,10,486,4,877886846,19
159,259,117,4,874724988,8
160,85,427,3,879456350,55
161,303,919,4,879467295,35
162,213,273,5,878870987,97
163,121,514,3,891387947,69
164,90,98,5,891383204,34
165,49,559,2,888067405,70
166,42,794,3,881108425,31
167,155,323,2,879371261,89
168,68,117,4,876973939,8
169,172,177,4,875537965,41
170,19,4,4,885412840,50
171,268,231,4,875744136,88
172,5,2,3,875636053,88
173,305,117,2,886324028,8
174,44,294,4,883612356,65
175,43,137,4,875975656,52
176,279,1336,1,875298353,67
177,80,466,5,887401701,0
178,254,164,4,886472768,70
179,298,281,3,884183336,6
180,279,1240,1,892174404,23
181,66,298,4,883601324,57
182,18,443,3,880130193,53
183,268,1035,2,875542174,94
184,99,79,4,885680138,78
185,13,98,4,881515011,34
186,26,258,3,891347949,33
187,7,455,4,891353086,46
188,222,755,4,878183481,94
189,200,673,5,884128554,43
190,119,328,4,876923913,14
191,213,172,5,878955442,91
192,276,322,3,874786392,89
193,94,1217,3,891723086,96
194,130,379,4,875801662,58
195,38,328,4,892428688,14
196,160,719,3,876857977,23
197,293,1267,3,888906966,96
198,26,930,2,891385985,16
199,130,216,4,875216545,30
200,92,1079,3,886443455,23
201,256,452,4,882164999,58
202,1,61,4,878542420,66
203,72,48,4,880036718,38
204,56,755,3,892910207,94
205,13,360,4,882140926,67
206,15,405,2,879455957,8
207,92,77,3,875654637,73
208,207,476,2,884386343,6
209,292,174,5,881105481,91
210,232,483,5,888549622,68
211,251,748,2,886272175,89
212,224,26,3,888104153,51
213,181,220,4,878962392,16
214,259,255,4,874724710,6
215,305,471,4,886323648,42
216,52,280,3,882922806,16
217,161,202,5,891170769,30
218,148,408,5,877399018,37
219,125,235,2,892838559,46
220,97,228,5,884238860,25
221,58,1098,4,884304936,0
222,83,234,4,887665548,53
223,90,347,4,891383319,17
224,272,178,5,879455113,83
225,194,181,3,879521396,11
226,125,478,4,879454628,83
227,110,688,1,886987605,67
228,299,14,4,877877775,12
229,151,10,5,879524921,82
230,269,127,4,891446165,79
231,6,14,5,883599249,12
232,54,106,3,880937882,16
233,303,69,5,879467542,32
234,16,944,1,877727122,96
235,301,790,4,882078621,15
236,276,1091,3,874793035,94
237,305,214,2,886323068,38
238,194,1028,2,879541148,6
239,91,323,2,891438397,89
240,87,554,4,879875940,88
241,294,109,4,877819599,86
242,286,171,4,877531791,66
243,200,318,5,884128458,72
244,229,328,1,891632142,14
245,178,568,4,882826555,21
246,303,842,2,879484804,23
247,62,65,4,879374686,73
248,207,591,3,876018608,6
249,92,172,4,875653271,91
250,301,401,4,882078040,15
251,36,339,5,882157581,20
252,70,746,3,884150257,15
253,63,242,3,875747190,12
254,28,201,3,881961671,70
255,279,68,4,875307407,4
256,250,7,4,878089716,81
257,14,98,3,890881335,34
258,299,1018,3,889502324,0
259,194,54,3,879525876,73
260,303,815,3,879485532,6
261,119,237,5,874775038,42
262,295,218,5,879966498,70
263,268,930,2,875742942,16
264,268,2,2,875744173,88
265,66,258,4,883601089,33
266,233,202,5,879394264,30
267,83,623,4,880308578,94
268,214,334,3,891542540,20
269,192,476,2,881368243,6
270,100,344,4,891374868,17
271,268,145,1,875744501,58
272,301,56,4,882076587,34
273,307,89,5,879283786,9
274,234,141,3,892334609,43
275,83,576,4,880308755,88
276,181,264,2,878961624,20
277,297,133,4,875240090,10
278,38,153,5,892430369,50
279,7,382,4,891352093,51
280,264,813,4,886122952,82
281,181,872,1,878961814,20
282,201,146,1,884140579,67
283,85,507,4,879456199,75
284,269,367,3,891450023,50
285,59,468,3,888205855,31
286,286,143,4,889651549,36
287,193,96,1,889124507,78
288,113,595,5,875936424,16
289,292,11,5,881104093,50
290,130,1014,3,876250718,86
291,275,98,4,875155140,34
292,189,520,5,893265380,41
293,219,82,1,889452455,21
294,218,209,5,877488546,77
295,123,427,3,879873020,55
296,119,222,5,874775311,95
297,158,177,4,880134407,41
298,222,118,4,877563802,59
299,302,322,2,879436875,89
300,279,501,3,875308843,36
301,301,79,5,882076403,78
302,181,3,2,878963441,86
303,201,695,1,884140115,3
304,13,198,3,881515193,66
305,1,189,3,888732928,37
306,145,237,5,875270570,42
307,23,385,4,874786462,44
308,201,767,4,884114505,67
309,296,705,5,884197193,83
310,42,546,3,881105817,59
311,33,872,3,891964230,20
312,301,554,3,882078830,88
313,16,64,5,877720297,80
314,95,135,3,879197562,92
315,154,357,4,879138713,92
316,77,484,5,884733766,83
317,296,508,5,884196584,35
318,302,303,2,879436785,17
319,244,673,3,880606667,43
320,222,77,4,878183616,73
321,13,215,5,882140588,32
322,16,705,5,877722736,83
323,270,452,4,876956264,58
324,145,15,2,875270655,42
325,187,64,5,879465631,80
326,200,304,5,876041644,49
327,170,749,5,887646170,20
328,101,829,3,877136138,16
329,184,218,3,889909840,70
330,128,204,4,879967478,30
331,181,1295,1,878961781,67
332,184,153,3,889911285,50
333,1,33,4,878542699,4
334,1,160,4,875072547,38
335,184,321,5,889906967,49
336,54,595,3,880937813,16
337,94,343,4,891725009,20
338,128,508,4,879967767,35
339,23,323,2,874784266,89
340,301,227,3,882077222,25
341,301,191,3,882075672,2
342,112,903,1,892440172,3
343,82,183,3,878769848,9
344,222,724,3,878181976,31
345,218,430,3,877488316,83
346,308,1197,4,887739521,82
347,303,134,5,879467959,68
348,133,751,3,890588547,39
349,215,212,2,891435680,66
350,69,256,5,882126156,3
351,254,662,4,887347350,43
352,276,2,4,874792436,88
353,104,984,1,888442575,20
354,63,1067,3,875747514,48
355,267,410,4,878970785,86
356,13,56,5,881515011,34
357,240,879,3,885775745,49
358,286,237,2,875806800,42
359,294,271,5,889241426,39
360,90,1086,4,891384424,3
361,18,26,4,880129731,51
362,92,229,3,875656201,25
363,308,649,4,887739292,19
364,144,89,3,888105691,9
365,191,302,4,891560253,13
366,59,951,3,888206409,23
367,200,96,5,884129409,78
368,16,197,5,877726146,69
369,61,678,3,892302309,89
370,271,199,4,885848448,41
371,271,709,3,885849325,51
372,142,169,5,888640356,37
373,275,597,3,876197678,59
374,222,151,3,878182109,71
375,87,40,3,879876917,31
376,207,258,4,877879172,33
377,272,1393,2,879454663,67
378,177,333,4,880130397,14
379,207,1115,2,879664906,3
380,299,577,3,889503806,23
381,271,378,4,885849447,43
382,305,425,4,886324486,38
383,49,959,2,888068912,15
384,94,1224,3,891722802,23
385,130,1017,3,874953895,48
386,10,175,3,877888677,77
387,203,321,3,880433418,49
388,191,286,4,891560842,27
389,43,323,3,875975110,89
390,21,558,5,874951695,48
391,197,96,5,891409839,78
392,13,344,2,888073635,17
393,194,66,3,879527264,1
394,234,206,4,892334543,96
395,308,402,4,887740700,1
396,308,640,4,887737036,66
397,269,522,5,891447773,0
398,94,265,4,891721889,44
399,268,62,3,875310824,88
400,272,12,5,879455254,85
401,121,291,3,891390477,6
402,296,20,5,884196921,12
403,134,286,3,891732334,27
404,180,462,5,877544218,29
