user_id,movie_id,rating,timestamp,cluster
196,242,3,881250949,0
186,302,3,891717742,8
166,346,1,886397596,8
298,474,4,884182806,6
115,265,2,881171488,1
305,451,3,886324817,4
6,86,3,883603013,9
62,257,2,879372434,2
286,1014,5,879781125,7
200,222,5,876042340,2
210,40,3,891035994,7
224,29,3,888104457,4
303,785,3,879485318,7
194,274,2,879539794,5
291,1042,4,874834944,7
234,1184,2,892079237,3
119,392,4,886176814,7
299,144,4,877881320,1
291,118,2,874833878,5
308,1,4,887736532,2
95,546,2,879196566,5
38,95,5,892430094,1
102,768,2,883748450,7
50,246,3,877052329,5
301,98,4,882075827,1
225,193,4,879539727,6
290,88,4,880731963,4
97,194,3,884238860,6
181,1081,1,878962623,3
278,603,5,891295330,6
276,796,1,874791932,7
7,32,4,891350932,0
10,16,4,877888877,3
284,304,4,885329322,8
276,564,3,874791805,3
287,327,5,875333916,8
246,201,5,884921594,7
249,241,5,879641194,4
178,332,3,882823437,8
251,100,4,886271884,2
260,322,4,890618898,8
25,181,5,885853415,2
87,384,4,879877127,7
290,143,5,880474293,1
42,423,5,881107687,1
292,515,4,881103977,6
115,20,3,881171009,0
20,288,1,879667584,2
13,526,3,882141053,6
246,919,4,884920949,9
138,26,5,879024232,0
60,427,5,883326620,6
57,304,5,883698581,8
223,274,4,891550094,5
189,512,4,893277702,0
246,416,3,884923047,7
194,165,4,879546723,0
178,248,4,882823954,5
254,1444,3,886475558,3
293,5,3,888906576,7
127,229,5,884364867,4
225,237,5,879539643,2
299,229,3,878192429,4
225,480,5,879540748,6
276,54,3,874791025,4
291,144,5,874835091,1
222,366,4,878183381,7
267,518,5,878971773,0
42,403,3,881108684,4
11,111,4,891903862,5
95,625,4,888954412,7
8,338,4,879361873,7
87,1016,4,879876194,5
279,154,5,875296291,9
145,275,2,885557505,9
119,1153,5,874781198,3
62,498,4,879373848,6
62,382,3,879375537,9
32,294,3,883709863,2
90,382,5,891383835,9
286,208,4,877531942,6
293,685,3,888905170,5
216,144,4,880234639,1
166,328,5,886397722,8
250,496,4,878090499,6
265,118,4,875320714,5
198,498,3,884207492,6
42,96,5,881107178,1
168,151,5,884288058,2
110,307,4,886987260,8
58,144,4,884304936,1
90,648,4,891384754,0
62,21,3,879373460,7
279,832,3,881375854,3
237,514,4,879376641,6
94,789,4,891720887,7
128,485,3,879966895,6
298,317,4,884182806,9
44,195,5,878347874,1
264,200,5,886122352,1
194,385,2,879524643,4
222,750,5,883815120,8
250,264,3,878089182,7
224,245,3,888082216,8
82,135,3,878769629,6
262,1147,4,879791710,3
293,471,3,888904884,5
216,658,3,880245029,7
250,140,3,878092059,7
286,379,5,877533771,7
7,479,4,891352010,6
174,368,1,886434402,3
87,274,4,879876734,5
194,1211,2,879551380,3
82,1134,2,884714402,3
13,836,2,882139746,0
13,272,4,884538403,8
305,427,5,886323090,6
95,787,2,888954930,3
43,14,2,883955745,9
299,955,4,889502823,7
57,419,3,883698454,6
84,405,3,883452363,2
269,504,4,891449922,6
299,111,3,877878184,5
